entry_id,n_seqs_min,n_seqs_mean,n_seqs_a,n_seqs_b,pak_mint,pak_mint_5,pak_boltz_msa,pak_boltz_msa_5,pak_boltz_nomsa,pak_boltz_nomsa_5,L_total,L_min,is_homo,log_depth_min,log_depth_norm,boltz_msa_gain,mint_auc,mint_pak,mint_pak2,mint_pak5,n_true_inter,boltz_msa_pak,boltz_nomsa_pak,msa_gain,L_a,L_max,L_asym,interface_density,log_density
8feu,8811,8811.0,8811,8811,0.0,0.0,0.0,0.0,0.0,0.0,668,334,True,3.945025201242463,2.6831519678366806,0.0,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,334,334,0.0,0.0004123489547850407,-3.384735101941555
8fev,8811,8811.0,8811,8811,0.0,0.0,0.0,0.0,0.0,0.0,668,334,True,3.945025201242463,2.6831519678366806,0.0,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,334,334,0.0,0.0004033848470723224,-3.394280419847785
8few,8811,8811.0,8811,8811,0.0,0.0,0.0,0.0,0.0,0.0,668,334,True,3.945025201242463,2.6831519678366806,0.0,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,334,334,0.0,0.0004123489547850407,-3.384735101941555
8fex,2416,2487.0,2416,2558,0.0,0.0,0.7880434989929199,1.0,0.0217391308397054,0.0555555559694767,891,433,False,3.3830969299490943,2.0648529817724115,0.7663043681532145,0.0,0.0,0.0,0.0,184,0.7880434989929199,0.0217391308397054,0.7663043681532146,458,458,0.05458515283842795,0.0009278215355446413,-3.0325355513476984
8fin,14,15.0,16,14,0.0428571440279483,0.0,0.1714285761117935,0.2142857164144516,0.1857142895460128,0.5,347,173,False,1.146128035678238,0.0271049841138403,-0.0142857134342193,0.0,0.0,0.0,0.0,70,0.1714285761117935,0.1857142895460128,-0.014285713434219305,174,174,0.005747126436781609,0.002325426881934755,-2.6334973113971385
8fio,8591,8591.0,8591,8591,0.0,0.0,0.0,0.0,0.0,0.0,670,335,True,3.934043719035525,2.671521315517103,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,335,335,0.0,0.00029405212742258854,-3.531575674195803
8fiq,2,9.5,17,2,0.0144927538931369,0.0,0.0,0.0,0.9275362491607666,1.0,197,25,False,0.3010299956639812,-0.3979400086720376,-0.9275362491607666,0.0,0.0,0.0,0.0,69,0.0,0.9275362491607666,-0.9275362491607666,172,172,0.8546511627906976,0.016046511627906976,-1.7946193648423312
8fjd,3434,3441.0,3434,3448,0.0,0.0,0.0,0.0,0.0,0.0,595,297,False,3.5358002908248976,2.2994220661662914,0.0,0.0,0.0,0.0,0.0,51,0.0,0.0,0.0,298,298,0.003355704697986577,0.0005762321198562809,-3.2394025372955313
8fje,2,2.0,2,2,0.1481481492519378,0.3000000119209289,0.0370370373129844,0.0,0.0185185186564922,0.0,272,136,True,0.3010299956639812,-0.7657394585211277,0.0185185186564922,0.1487203807608757,0.0925925925925925,0.1111111111111111,0.1,54,0.0370370373129844,0.0185185186564922,0.0185185186564922,136,136,0.0,0.0029195501730103807,-2.5346840569174667
8fm6,6537,6570.5,6604,6537,0.0,0.0,0.0,0.0,0.0,0.0,196,94,False,3.815378484965918,2.828814558166069,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,102,102,0.0784313725490196,0.0005214851898206091,-3.2827580210255976
8fvt,2,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,192,96,True,0.3010299956639812,-0.690105620855803,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,96,96,0.0,0.0010850694444444445,-2.964542466079137
8g0p,346,552.0,758,346,0.0790960490703582,0.1428571492433548,0.9152542352676392,1.0,0.8926553726196289,1.0,241,98,False,2.5390760987927767,1.5434630609465292,0.0225988626480102,0.1078408881992967,0.0508474576271186,0.0795454545454545,0.1428571428571428,177,0.9152542352676392,0.8926553726196289,0.022598862648010254,143,143,0.3146853146853147,0.012630226915941201,-1.8985888467957501
8g3k,7827,8038.5,7827,8250,0.0,0.0,0.0,0.0,0.15625,0.3333333432674408,285,136,False,3.893595333819883,2.8268258796347743,-0.15625,0.0176058474137564,0.03125,0.0,0.0,32,0.0,0.15625,-0.15625,149,149,0.087248322147651,0.0015791551519936833,-2.8015751984625856
8g5s,10901,10925.0,10949,10901,0.2394822090864181,0.2295081913471222,0.92233008146286,1.0,0.097087375819683,0.0,717,358,False,4.0374663396435,2.760524826321563,0.825242705643177,0.344826393105997,0.2588996763754045,0.3311688311688311,0.3770491803278688,309,0.92233008146286,0.097087375819683,0.825242705643177,359,359,0.002785515320334262,0.0024042576368248237,-2.619018995797359
8g93,10635,10923.0,10635,11211,0.551948070526123,0.9333333969116212,0.8441558480262756,1.0,0.2207792252302169,0.4333333373069763,529,258,False,4.026737494238748,2.820927641257133,0.6233766227960587,0.8501737391497853,0.6168831168831169,0.8571428571428571,1.0,154,0.8441558480262756,0.2207792252302169,0.6233766227960588,271,271,0.04797047970479705,0.002202580165336537,-2.657068276001173
8g9k,9,38.5,9,68,0.0555555559694767,0.0,0.0666666701436042,0.0555555559694767,0.0444444455206394,0.0,400,199,False,0.9542425094393248,-0.1951840287655284,0.0222222246229648,0.1124161379539809,0.0777777777777777,0.0888888888888888,0.1111111111111111,90,0.0666666701436042,0.0444444455206394,0.022222224622964797,201,201,0.009950248756218905,0.002250056251406285,-2.6478066243908707
8gad,2,2.0,2,2,0.1142857149243354,0.1428571492433548,0.800000011920929,1.0,0.800000011920929,1.0,209,104,False,0.3010299956639812,-0.707486673985409,0.0,0.2970374978814334,0.1142857142857142,0.1764705882352941,0.4285714285714285,35,0.800000011920929,0.800000011920929,0.0,105,105,0.009523809523809525,0.003205128205128205,-2.494154594018443
8ght,9756,9756.0,9756,9756,0.0550458692014217,0.0,0.7798165082931519,1.0,0.8256880640983582,1.0,608,304,True,3.989271791641693,2.747834999837316,-0.0458715558052063,0.0519913915149971,0.055045871559633,0.074074074074074,0.0,109,0.7798165082931519,0.8256880640983582,-0.0458715558052063,304,304,0.0,0.0011794494459833795,-2.928320669276884
8gkv,479,490.5,502,479,0.859649121761322,1.0,0.9649122953414916,1.0,0.9649122953414916,1.0,84,40,False,2.680335513414563,1.879305517750582,0.0,0.9521761915457304,0.7894736842105263,0.9642857142857144,1.0,57,0.9649122953414916,0.9649122953414916,0.0,44,44,0.09090909090909091,0.03238636363636364,-1.4896378121416585
8gp6,105,114.0,123,105,0.0041666668839752,0.0,0.0,0.0,0.0125000001862645,0.0,546,261,False,2.0211892990699383,0.8128690454007976,-0.0125000001862645,0.0102942908963333,0.0083333333333333,0.0166666666666666,0.0,240,0.0,0.0125000001862645,-0.0125000001862645,285,285,0.08421052631578947,0.003226456946965114,-2.491274125635185
8gpw,11569,11681.5,11569,11794,0.0,0.0,0.0,0.0,0.0,0.0,794,395,False,4.06329582107352,2.76499727326029,0.0,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,399,399,0.010025062656641603,0.00027283398369341074,-3.564101535733622
8guo,1712,1761.0,1712,1810,0.0378787890076637,0.0,0.8257575631141663,1.0,0.0,0.0,248,87,False,3.2335037603411343,2.263744134031825,0.8257575631141663,0.0252134233333051,0.053030303030303,0.0303030303030303,0.0,132,0.8257575631141663,0.0,0.8257575631141663,161,161,0.45962732919254656,0.009423859498822018,-2.025771197444618
8gvl,5823,5824.0,5823,5825,0.0,0.0,0.0,0.0,0.0,0.0,573,285,False,3.765146790108025,2.5377243601037702,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,288,288,0.010416666666666666,0.00017056530214424952,-3.768109312089503
8gxl,1823,1852.0,1881,1823,0.0555555559694767,0.1428571492433548,0.0,0.0,0.0,0.0,241,119,False,3.260786668654976,2.2230131879587107,0.0,0.0439361681649304,0.0277777777777777,0.0555555555555555,0.0,36,0.0,0.0,0.0,122,122,0.02459016393442623,0.0024796803967488635,-2.6056042912999917
8gxm,1823,1887.0,1951,1823,0.0277777779847383,0.1428571492433548,0.0,0.0,0.0,0.0,241,119,False,3.260786668654976,2.2230131879587107,0.0,0.0276229289350245,0.0277777777777777,0.0555555555555555,0.0,36,0.0,0.0,0.0,122,122,0.02459016393442623,0.0024796803967488635,-2.6056042912999917
8gy8,2894,2894.0,2894,2894,0.0,0.0,0.0,0.0,0.0,0.0,750,375,True,3.4614985267830187,2.1744828929191597,0.0,0.0,0.0,0.0,0.0,77,0.0,0.0,0.0,375,375,0.0,0.0005475555555555556,-3.261571810282956
8gyf,681,683.0,685,681,0.095238097012043,0.0,0.7142857313156128,1.0,0.0,0.0,427,213,False,2.833147111912785,1.6689573101934163,0.7142857313156128,0.0,0.0,0.0,0.0,21,0.7142857313156128,0.0,0.7142857313156128,214,214,0.004672897196261682,0.0004607081742793208,-3.336574082054009
8gyg,9521,9833.0,10145,9521,0.15625,0.4210526347160339,0.8697916865348816,1.0,0.4166666567325592,0.7631579041481018,596,291,False,3.978682565156944,2.746736070663991,0.4531250298023224,0.3886748605069858,0.2447916666666666,0.3854166666666667,0.4473684210526316,192,0.8697916865348816,0.4166666567325592,0.4531250298023224,305,305,0.04590163934426229,0.0021632584079770154,-2.6648915996291436
8gyh,18050,18226.0,18050,18402,0.0375586859881877,0.0714285746216774,0.0938967168331146,0.0714285746216774,0.0093896714970469,0.0,838,417,False,4.2564772062416765,2.946409178754798,0.0845070453360676,0.0351501146577171,0.0375586854460093,0.0283018867924528,0.0476190476190476,213,0.0938967168331146,0.0093896714970469,0.08450704533606769,421,421,0.009501187648456057,0.001213281156547446,-2.9160385473706882
8gyi,18032,18085.0,18138,18032,0.2642486989498138,0.6578947305679321,0.8393782377243042,1.0,0.0207253880798816,0.0526315793395042,839,419,False,4.256043898702031,2.9449368872188835,0.8186528496444225,0.5428425821239881,0.3056994818652849,0.53125,0.7631578947368421,193,0.8393782377243042,0.0207253880798816,0.8186528496444226,420,420,0.002380952380952381,0.0010967155358563474,-2.959906004356422
8gyw,6888,6888.0,6888,6888,0.0,0.0,0.800000011920929,1.0,0.0,0.0,760,380,True,3.8380931384455983,2.548201340137193,0.800000011920929,0.0,0.0,0.0,0.0,15,0.800000011920929,0.0,0.800000011920929,380,380,0.0,0.0001038781163434903,-3.983475934177939
8gyx,6888,6888.0,6888,6888,0.0,0.0,0.7058823704719543,1.0,0.0,0.0,760,380,True,3.8380931384455983,2.548201340137193,0.7058823704719543,0.0,0.0,0.0,0.0,17,0.7058823704719543,0.0,0.7058823704719543,380,380,0.0,0.00011772853185595567,-3.9291182718553466
8gyz,3144,3169.0,3194,3144,0.0094339624047279,0.0476190485060215,0.6698113083839417,0.8571428656578064,0.0,0.0,427,212,False,3.4974825373673704,2.3343146069029945,0.6698113083839417,0.0086662407257202,0.0094339622641509,0.0188679245283018,0.0,106,0.6698113083839417,0.0,0.6698113083839417,215,215,0.013953488372093023,0.002325581395348837,-2.6334684555795866
8gz0,375,376.0,377,375,0.0183486230671405,0.0,0.6238532066345215,1.0,0.2477064281702041,0.2380952388048172,318,158,False,2.574031267727719,1.4747027242505075,0.3761467784643173,0.0277190521302393,0.018348623853211,0.037037037037037,0.0476190476190476,109,0.6238532066345215,0.2477064281702041,0.3761467784643174,160,160,0.0125,0.004311708860759494,-2.365350571669724
8h0r,7903,7953.0,8003,7903,0.3999999761581421,1.0,0.7818182110786438,1.0,0.0181818176060915,0.0,178,87,False,3.897791981939225,2.9280323556299157,0.7636363934725523,0.7569997630654023,0.509090909090909,0.7407407407407407,1.0,55,0.7818182110786438,0.0181818176060915,0.7636363934725523,91,91,0.04395604395604396,0.006947075912593154,-2.1581979554454684
8h2d,2462,2475.5,2489,2462,0.0,0.0,0.0294117648154497,0.0,0.0,0.0,278,138,False,3.3912880485952974,2.3213485053946794,0.0294117648154497,0.0008650519031141,0.0294117647058823,0.0,0.0,34,0.0294117648154497,0.0,0.0294117648154497,140,140,0.014285714285714285,0.0017598343685300208,-2.7545282050372193
8h3z,1675,2181.0,1675,2687,0.1932773143053054,0.3043478429317474,0.8571428656578064,1.0,0.0,0.0,401,196,False,3.224014811372864,2.077886775694626,0.8571428656578064,0.3175832828768436,0.2184873949579832,0.3050847457627119,0.3478260869565217,119,0.8571428656578064,0.0,0.8571428656578064,205,205,0.04390243902439024,0.002961672473867596,-2.5284629710196995
8h4p,473,473.0,473,473,0.1513157933950424,0.0666666701436042,0.8552631735801697,1.0,0.0328947380185127,0.0333333350718021,652,326,True,2.674861140737812,1.418252340703842,0.822368435561657,0.2470989612201697,0.1973684210526315,0.2763157894736842,0.3,152,0.8552631735801697,0.0328947380185127,0.822368435561657,326,326,0.0,0.0014302382475817681,-2.8445916121911052
8h56,1960,1960.0,1960,1960,0.0209790207445621,0.0357142873108387,0.2167832106351852,0.6071428656578064,0.0699300691485405,0.0357142873108387,308,154,True,3.292256071356476,2.1984957109382446,0.1468531414866447,0.0051230916024321,0.0139860139860139,0.0,0.0,143,0.2167832106351852,0.0699300691485405,0.1468531414866447,154,154,0.0,0.006029684601113173,-2.2197054042078643
8h92,740,759.5,779,740,0.0,0.0,0.2807017564773559,0.4545454680919647,0.0,0.0,401,200,False,2.869231719730976,1.7187167218989856,0.2807017564773559,0.0,0.0,0.0,0.0,57,0.2807017564773559,0.0,0.2807017564773559,201,201,0.004975124378109453,0.001417910447761194,-2.8483511974119784
8har,1283,1283.0,1283,1283,0.236111119389534,0.5789473652839661,0.9236111044883728,1.0,0.0555555559694767,0.0350877195596694,714,357,True,3.1082266563749283,1.831892548318832,0.8680555485188961,0.4707881389300173,0.2916666666666667,0.3819444444444444,0.5964912280701754,288,0.9236111044883728,0.0555555559694767,0.8680555485188961,357,357,0.0,0.0022597274203799166,-2.6459439444651554
8hav,14504,14504.0,14504,14504,0.0,0.0,0.1851851791143417,0.4000000059604645,0.0,0.0,798,399,True,4.161487791087453,2.861001343244078,0.1851851791143417,0.0,0.0,0.0,0.0,54,0.1851851791143417,0.0,0.1851851791143417,399,399,0.0,0.0003391938492848663,-3.469552031550528
8hb0,1009,7156.5,13304,1009,0.0,0.0,0.8666666746139526,1.0,0.0,0.0,615,29,False,3.0038911662369108,2.2726921672874325,0.8666666746139526,0.0,0.0,0.0,0.0,30,0.8666666746139526,0.0,0.8666666746139526,586,586,0.9505119453924915,0.0017653289396257503,-2.7531743591973843
8hbn,156,739.0,1322,156,0.0168539322912693,0.0285714287310838,0.8707864880561829,1.0,0.0561797767877578,0.0571428574621677,536,165,False,2.1931245983544616,1.0843826262475085,0.814606711268425,0.2701242910587543,0.1179775280898876,0.1910112359550561,0.4285714285714285,178,0.8707864880561829,0.0561797767877578,0.8146067112684251,371,371,0.555256064690027,0.0029077840398595116,-2.5364378515200583
8hdh,1009,7156.5,13304,1009,0.0,0.0,0.8709677457809448,1.0,0.0,0.0,615,29,False,3.0038911662369108,2.2726921672874325,0.8709677457809448,0.0,0.0,0.0,0.0,31,0.8709677457809448,0.0,0.8709677457809448,586,586,0.9505119453924915,0.0018241732376132753,-2.7389339200827743
8hdv,3,3.0,3,3,0.0134228188544511,0.0,0.0067114094272255,0.0344827584922313,0.0067114094272255,0.0344827584922313,260,129,False,0.4771212547196624,-0.578173600429962,0.0,0.0167996245400029,0.0134228187919463,0.027027027027027,0.0344827586206896,149,0.0067114094272255,0.0067114094272255,0.0,131,131,0.015267175572519083,0.008817089768625363,-2.054674737542739
8heh,6805,7041.0,7277,6805,0.0,0.0,0.9090909361839294,1.0,0.0,0.0,288,141,False,3.8328281295393536,2.758218573211664,0.9090909361839294,0.0,0.0,0.0,0.0,44,0.9090909361839294,0.0,0.9090909361839294,147,147,0.04081632653061224,0.00212283494958267,-2.6730837709173687
8hez,1009,7247.5,13486,1009,0.0,0.0,0.875,1.0,0.0,0.0,611,29,False,3.0038911662369108,2.2726921672874325,0.875,0.0,0.0,0.0,0.0,32,0.875,0.0,0.875,582,582,0.9501718213058419,0.0018959592368764072,-2.7221710042289384
8hf3,1682,9498.0,17314,1682,0.0123456791043281,0.0625,0.8641975522041321,1.0,0.0246913582086563,0.0625,419,124,False,3.2258259914618934,2.179115148880776,0.8395061939954758,0.019338275400583,0.0246913580246913,0.025,0.0,81,0.8641975522041321,0.0246913582086563,0.8395061939954758,295,295,0.5796610169491525,0.002214324767632586,-2.654758682261748
8hfc,178,6886.5,13595,178,0.0,0.0,0.8175675868988037,1.0,0.1081081107258796,0.0689655169844627,498,222,False,2.250420002308894,1.0772435150835746,0.709459476172924,0.0,0.0,0.0,0.0,148,0.8175675868988037,0.1081081107258796,0.7094594761729242,276,276,0.1956521739130435,0.0024154589371980675,-2.617000341120899
8hg7,1009,7115.5,13222,1009,0.0,0.0,0.8965517282485962,1.0,0.0,0.0,619,29,False,3.0038911662369108,2.2726921672874325,0.8965517282485962,0.0,0.0,0.0,0.0,29,0.8965517282485962,0.0,0.8965517282485962,590,590,0.9508474576271186,0.001694915254237288,-2.7708520116421442
8hgj,3657,4362.5,5068,3657,0.0,0.0,0.0,0.0,0.0,0.0,385,107,False,3.5631249603380444,2.5484330714954395,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,278,278,0.6151079136690647,0.000571505412492436,-3.242979652225012
8hgv,3642,3869.0,4096,3642,0.0,0.0,0.0,0.0,0.0,0.0,565,281,False,3.5613399414589013,2.3369867815063614,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,284,284,0.01056338028169014,0.0002004912034484487,-3.6979046772961928
8hhj,138,699.5,138,1261,0.0,0.0,0.8701298832893372,0.9333333373069764,0.038961037993431,0.0666666701436042,200,99,False,2.1398790864012365,1.1420614891024616,0.8311688452959061,0.0053076280105223,0.0129870129870129,0.0,0.0,77,0.8701298832893372,0.038961037993431,0.8311688452959062,101,101,0.019801980198019802,0.007700770077007701,-2.1134658432077105
8hi7,91,1804.0,91,3517,0.0,0.0,0.7982456088066101,1.0,0.0,0.0,564,269,False,1.9590413923210936,0.7441652523198895,0.7982456088066101,0.0,0.0,0.0,0.0,114,0.7982456088066101,0.0,0.7982456088066101,295,295,0.08813559322033898,0.0014365824459706383,-2.8426694446440983
8hi8,91,1804.0,91,3517,0.0,0.0,0.761904776096344,1.0,0.0,0.0,564,269,False,1.9590413923210936,0.7441652523198895,0.761904776096344,0.0,0.0,0.0,0.0,105,0.761904776096344,0.0,0.761904776096344,295,295,0.08813559322033898,0.0013231680423413774,-2.8783849969106328
8hin,1009,7043.5,13078,1009,0.0,0.0,0.9333333373069764,1.0,0.0,0.0,617,29,False,3.0038911662369108,2.2726921672874325,0.9333333373069764,0.0,0.0,0.0,0.0,30,0.9333333373069764,0.0,0.9333333373069764,588,588,0.9506802721088435,0.0017593244194229415,-2.754654069255432
8hja,1249,1295.0,1249,1341,0.0977443605661392,0.1538461595773697,0.5112782120704651,0.9615384340286256,0.0,0.0,264,118,False,3.096562438374136,2.0606214347210727,0.5112782120704651,0.1166837999086413,0.1052631578947368,0.1212121212121212,0.1153846153846153,133,0.5112782120704651,0.0,0.5112782120704651,146,146,0.1917808219178082,0.007719990712793128,-2.112383222123477
8hjb,8042,8251.0,8460,8042,0.4933333396911621,0.9333333969116212,0.7333333492279053,1.0,0.0133333336561918,0.0,371,183,False,3.905364068766892,2.7741385239016774,0.7200000155717134,0.5989074078656383,0.4133333333333333,0.5675675675675675,0.7333333333333333,75,0.7333333492279053,0.0133333336561918,0.7200000155717134,188,188,0.026595744680851064,0.002179979072200907,-2.6615476756024092
8hkr,3400,3416.5,3433,3400,0.0,0.0,1.0,1.0,0.0111111113801598,0.0555555559694767,762,378,False,3.531478917042255,2.2427330171236424,0.98888888861984,0.0,0.0,0.0,0.0,90,1.0,0.0111111113801598,0.9888888886198401,384,384,0.015625,0.0006200396825396825,-3.2075805147654313
8hle,441,441.0,441,441,0.0,0.0,0.0,0.0,0.0,0.0,760,380,True,2.6444385894678386,1.3545467911594335,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,380,380,0.0,0.0002077562326869806,-3.682445938513958
8hn0,8106,9158.5,8106,10211,0.0,0.0,0.8372092843055725,1.0,0.0232558138668537,0.0,224,110,False,3.908806599405674,2.888110256826561,0.8139534704387188,0.0,0.0,0.0,0.0,43,0.8372092843055725,0.0232558138668537,0.8139534704387188,114,114,0.03508771929824561,0.0034290271132376396,-2.464829080915111
8hn2,10020,10020.0,10020,10020,0.0454545468091964,0.0,0.0,0.0,0.0,0.0,218,109,True,4.000867721531227,2.9821544725609157,0.0,0.2328954762831064,0.1818181818181818,0.2727272727272727,0.25,22,0.0,0.0,0.0,109,109,0.0,0.0018516959851864322,-2.732430315059041
8hno,11789,11790.0,11789,11791,0.1447368413209915,0.2666666805744171,0.907894730567932,1.0,0.0526315793395042,0.0,275,136,False,4.071476967698918,3.004707513513809,0.8552631512284279,0.3354369746853174,0.1973684210526315,0.2368421052631578,0.4666666666666667,76,0.907894730567932,0.0526315793395042,0.8552631512284278,139,139,0.02158273381294964,0.004020313161235718,-2.3957401163435215
8hnp,10616,11056.0,11496,10616,0.0634920671582222,0.25,0.7142857313156128,1.0,0.7142857313156128,1.0,279,138,False,4.025960909856379,2.9560213666557607,0.0,0.2217082758044252,0.1428571428571428,0.1612903225806451,0.25,63,0.7142857313156128,0.7142857313156128,0.0,141,141,0.02127659574468085,0.0032377428307123032,-2.489757649603035
8ho2,998,1002.0,998,1006,0.1645569652318954,0.2000000178813934,0.9113923907279968,1.0,0.0126582281664013,0.0,313,156,False,2.999130541287371,1.90256824211014,0.8987341625615954,0.1601454196839619,0.1518987341772152,0.2307692307692307,0.1333333333333333,79,0.9113923907279968,0.0126582281664013,0.8987341625615956,157,157,0.006369426751592357,0.003225543034460232,-2.491397159473254
8hr5,373,5162.0,9951,373,0.0,0.0,0.3883495032787323,0.3499999940395355,0.0,0.0,711,245,False,2.571708831808688,1.3771257896264213,0.3883495032787323,0.0,0.0,0.0,0.0,103,0.3883495032787323,0.0,0.3883495032787323,466,466,0.4742489270386266,0.0009021634404834895,-3.0447147763493603
8hsb,2369,2531.5,2694,2369,0.0097087379544973,0.0,0.7184466123580933,1.0,0.0,0.0,533,159,False,3.374565060722765,2.273866498562539,0.7184466123580933,0.0132269072908377,0.0097087378640776,0.0196078431372549,0.0,103,0.7184466123580933,0.0,0.7184466123580933,374,374,0.5748663101604278,0.001732082198230922,-2.7614315018157596
8htw,188,193.5,188,199,0.0833333358168602,0.0833333358168602,0.75,1.0,0.699999988079071,0.9166666865348816,359,179,False,2.27415784926368,1.1477313337737334,0.0500000119209289,0.5431580040014247,0.2666666666666666,0.4666666666666667,0.9166666666666666,60,0.75,0.699999988079071,0.050000011920928955,180,180,0.005555555555555556,0.00186219739292365,-2.7299742856995555
8hvq,3930,3930.0,3930,3930,0.0,0.0,0.0,0.0,0.0,0.0,460,230,True,3.5943925503754266,2.41352863236663,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,230,230,0.0,0.00041587901701323253,-3.3810329912129795
8hyn,183,185.5,188,183,0.1132075488567352,0.1428571492433548,0.0283018872141838,0.0,0.1698113232851028,0.380952388048172,315,157,False,2.2624510897304293,1.1645012635258127,-0.141509436070919,0.1022021158452321,0.1320754716981132,0.0943396226415094,0.0476190476190476,106,0.0283018872141838,0.1698113232851028,-0.14150943607091898,158,158,0.006329113924050633,0.0042731597194227205,-2.3692508740988862
8i2k,8564,8594.0,8624,8564,0.5056179761886597,0.9411764740943908,0.7977527976036072,1.0,0.011235955171287,0.0,392,195,False,3.932676658622401,2.7876593529411418,0.7865168424323201,0.665607649444479,0.4719101123595505,0.6363636363636364,0.7647058823529411,89,0.7977527976036072,0.011235955171287,0.7865168424323202,197,197,0.01015228426395939,0.0023168033320317585,-2.635110830879198
8i3x,12223,12223.0,12223,12223,0.0329670347273349,0.1111111119389534,0.8021978139877319,1.0,0.1538461595773697,0.1111111119389534,120,60,True,4.087177811761157,3.198102186569334,0.6483516544103622,0.0449999652520746,0.0659340659340659,0.0222222222222222,0.0555555555555555,91,0.8021978139877319,0.1538461595773697,0.6483516544103622,60,60,0.0,0.025277777777777777,-1.5972611084461936
8i6j,5219,9123.5,13028,5219,0.0027855152729898,0.0,0.0,0.0,0.0,0.0,670,170,False,3.71758729685546,2.602362836166324,0.0,0.0,0.0,0.0,0.0,359,0.0,0.0,0.0,500,500,0.66,0.004223529411764706,-2.3743244771359735
8i80,3069,3221.0,3373,3069,0.0075187971815466,0.0,0.0225563906133174,0.0769230797886848,0.0,0.0,563,278,False,3.4869968884318228,2.2649744904727847,0.0225563906133174,0.0,0.0,0.0,0.0,133,0.0225563906133174,0.0,0.0225563906133174,285,285,0.02456140350877193,0.0016786570743405275,-2.7750380149595006
8i85,3069,3142.0,3215,3069,0.0,0.0,0.0,0.0,0.0,0.0,565,280,False,3.4869968884318228,2.263417872760713,0.0,0.0,0.0,0.0,0.0,117,0.0,0.0,0.0,285,285,0.017543859649122806,0.0014661654135338345,-2.833817029604568
8i86,3069,3142.0,3215,3069,0.0,0.0,0.0,0.0,0.0,0.0,565,280,False,3.4869968884318228,2.263417872760713,0.0,0.0,0.0,0.0,0.0,119,0.0,0.0,0.0,285,285,0.017543859649122806,0.0014912280701754386,-2.8264559299581986
8i88,2375,2476.0,2577,2375,0.0,0.0,0.8999999761581421,1.0,0.0,0.0,883,421,False,3.375663613960885,2.0635225660430514,0.8999999761581421,0.0,0.0,0.0,0.0,140,0.8999999761581421,0.0,0.8999999761581421,462,462,0.08874458874458875,0.0007197869430648528,-3.142796035713556
8i8a,120,120.0,120,120,0.0,0.0,0.5849999785423279,1.0,0.0,0.0,614,307,True,2.0791812460476247,0.8356120583090316,0.5849999785423279,0.0,0.0,0.0,0.0,200,0.5849999785423279,0.0,0.5849999785423279,307,307,0.0,0.0021220384301159695,-2.673246755290392
8i8y,580,583.0,580,586,0.0,0.0,0.4000000059604645,0.699999988079071,0.3400000035762787,0.6000000238418579,137,68,False,2.7634279935629373,1.847173537209819,0.0600000023841857,0.0,0.0,0.0,0.0,50,0.4000000059604645,0.3400000035762787,0.06000000238418579,69,69,0.014492753623188406,0.010656436487638534,-1.9723879991074729
8i9q,5259,9507.5,13756,5259,0.0,0.0,0.3076923191547394,0.5,0.3076923191547394,0.0,675,167,False,3.7209031708134575,2.609544935239666,0.0,0.0,0.0,0.0,0.0,13,0.3076923191547394,0.3076923191547394,0.0,508,508,0.6712598425196851,0.00015323683341977463,-3.8146368311246657
8ieu,6376,6376.5,6377,6376,0.0,0.0,0.8823529481887817,1.0,0.0,0.0,670,334,False,3.804548308388056,2.5426750749822737,0.8823529481887817,0.0044168918628894,0.042016806722689,0.0,0.0,119,0.8823529481887817,0.0,0.8823529481887817,336,336,0.005952380952380952,0.0010603792415169661,-2.9745387828088776
8ifk,2337,2873.0,2337,3409,0.0,0.0,0.8693181872367859,1.0,0.0113636367022991,0.0,823,409,False,3.368658712392227,2.062797058388556,0.8579545505344868,0.0012557978170432,0.0056818181818181,0.0,0.0,176,0.8693181872367859,0.0113636367022991,0.8579545505344868,414,414,0.012077294685990338,0.0010394150927796086,-2.983210981314091
8iha,2610,2627.0,2644,2610,0.0,0.0,0.0,0.0,0.0,0.0,245,116,False,3.416640507338281,2.3844115127248218,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,129,129,0.10077519379844961,0.001537022186581128,-2.8133198635085748
8ikr,11000,11648.0,12296,11000,0.0,0.0,0.2653061151504516,0.4444444477558136,0.061224490404129,0.1111111119389534,371,177,False,4.041392685158225,2.9174060519773217,0.2040816247463226,0.0,0.0,0.0,0.0,49,0.2653061151504516,0.061224490404129,0.2040816247463226,194,194,0.08762886597938144,0.001426990506144796,-2.845578916263519
