entry_id,n_seqs_min,n_seqs_mean,n_seqs_a,n_seqs_b,pak_mint,pak_mint_5,pak_boltz_msa,pak_boltz_msa_5,pak_boltz_nomsa,pak_boltz_nomsa_5,L_total,L_min,is_homo,log_depth_min,log_depth_norm,boltz_msa_gain
8d5d,7584,7855.5,7584,8127,0.13025210797786713,0.10638297349214554,0.8445377945899963,1.0,0.004201680887490511,0.0,910,452,False,3.87989832433001,2.5523291069243186,0.8403361137025058
8d5r,7494,7547.5,7601,7494,0.13127413392066956,0.11764706671237946,0.837837815284729,1.0,0.0077220075763762,0.0,920,459,False,3.874713688757779,2.5438073459891486,0.8301158077083528
8d88,6727,6727.0,6727,6727,0.13654617965221405,0.16326530277729034,0.8112449645996094,1.0,0.0200803205370903,0.020408162847161293,922,461,True,3.827821427682802,2.495970964987978,0.7911646440625191
8dax,3670,3670.0,3670,3670,0.05747126415371895,0.0,0.03448275849223137,0.1764705926179886,0.0,0.0,496,248,True,3.5646660642520893,2.3674402238389813,0.03448275849223137
8dc5,73,73.0,73,73,0.0,0.0,0.0,0.0,0.0,0.0,436,217,False,1.863322860120456,0.6950929931961912,0.0
8dek,750,752.5,750,755,0.0,0.0,0.0,0.0,0.0,0.0,881,440,False,2.8750612633917,1.5533349251486064,0.0
8dfx,7572,8046.5,8521,7572,0.0,0.0,0.0,0.0,0.0,0.0,425,209,False,3.879210605291759,2.7191374622362323,0.0
8dgg,704,778.0,704,852,0.0,0.0,0.3333333432674408,0.4285714328289032,0.0555555559694767,0.1428571492433548,631,277,False,2.847572659142112,1.626332774609888,0.2777777872979641
8dko,9529,9669.5,9529,9810,0.036363635212183,0.0,0.1818181872367859,0.3636363744735718,0.0,0.0,777,384,False,3.9790473269479647,2.6868817147641995,0.1818181872367859
8dkp,9812,9963.0,10114,9812,0.03448275849223137,0.0,0.3965517282485962,0.8181818127632141,0.0,0.0,774,386,False,3.991757539534348,2.6984638871984705,0.3965517282485962
8dkq,9988,10288.0,10588,9988,0.0,0.0,0.1111111119389534,0.5714285969734192,0.0,0.0,769,381,False,3.99947853367931,2.7090160458415005,0.1111111119389534
8dl5,3006,3036.0,3006,3066,0.23628690838813782,0.2978723347187042,0.7805907130241394,1.0,0.0,0.0,809,402,False,3.4779889762508893,2.1758759497086544,0.7805907130241394
8dpa,2440,4312.0,2440,6184,0.0,0.0,0.7853881120681763,1.0,0.04109589010477066,0.0,266,125,False,3.3873898263387296,2.338934819834701,0.7442922219634056
8ds6,1121,1165.0,1209,1121,0.0,0.0,0.8533333539962769,1.0,0.0,0.0,669,334,False,3.049605612594973,1.7877323791891908,0.8533333539962769
8dss,15991,17569.5,15991,19148,0.03846153989434242,0.0,0.23076923191547394,0.0,0.03846153989434242,0.0,191,63,False,4.203875623277334,3.304205348550543,0.19230769202113152
8dtc,154,154.0,154,154,0.11538461595773697,0.19230769574642181,0.807692289352417,1.0,0.0,0.0,748,374,True,2.187520720836463,0.901084919736223,0.807692289352417
8dtq,1330,1395.5,1330,1461,0.3103448152542114,0.27272728085517883,0.5862069129943848,0.8181818127632141,0.03448275849223137,0.0,164,81,False,3.123851640967086,2.169609131527761,0.5517241545021534
8du5,6362,6362.0,6362,6362,0.02500000037252903,0.125,0.0,0.0,0.0,0.0,732,366,True,3.8035936647713444,2.5218531220741394,0.0
8dye,5849,15689.5,25530,5849,0.0,0.0,0.6525423526763916,0.8260869383811951,0.016949152573943138,0.0,654,43,False,3.7670816213633223,2.950347393573529,0.6355932001024485
8dzj,253,5400.0,10547,253,0.0,0.0,0.4313725531101227,0.5,0.0,0.0,613,197,False,2.403120521175818,1.2558874080950215,0.4313725531101227
8e8t,7597,8121.5,8646,7597,0.0,0.0,0.0,0.0,0.0,0.0,806,398,False,3.8806421264042847,2.580700590367441,0.0
8e90,1423,1423.0,1423,1423,0.0,0.0,0.0,0.0,0.0,0.0,924,462,True,3.153204900084284,1.8208839123062215,0.0
8ea5,8865,9006.5,9148,8865,0.08196720480918884,0.1666666716337204,0.7377049326896667,0.8333333134651184,0.1147540956735611,0.25,238,119,False,3.9476787399369364,2.9099052592406713,0.6229508370161057
8ea6,8567,8908.5,9250,8567,0.0923076942563057,0.1538461595773697,0.26153847575187683,0.0,0.0,0.0,245,121,False,3.9328287669008466,2.8914360817426217,0.26153847575187683
8ea7,9131,9136.5,9131,9142,0.09999999403953552,0.10000000149011612,0.7400000095367432,0.800000011920929,0.18000000715255737,0.4000000059604645,237,118,False,3.960518342780708,2.9245773391276453,0.5600000023841858
8ea8,8436,8504.0,8572,8436,0.04651162773370743,0.1764705926179886,0.24418604373931885,0.11764705926179886,0.0,0.0,243,120,False,3.926136571067449,2.8865459480436364,0.24418604373931885
8ea9,8299,8731.5,9164,8299,0.07042253017425537,0.0714285746216774,0.5352112650871277,0.2857142984867096,0.014084506779909134,0.0,241,120,False,3.91902576458736,2.879435141563548,0.5211267583072186
8eaa,8696,8721.5,8696,8747,0.054794520139694214,0.0714285746216774,0.2876712381839752,0.0,0.0,0.0,243,120,False,3.939319531078238,2.8997289080544255,0.2876712381839752
8eab,8572,8878.0,9184,8572,0.09999999403953552,0.20000000298023224,0.7400000095367432,0.800000011920929,0.0,0.0,238,118,False,3.933082162369791,2.897141158716728,0.7400000095367432
8edi,6450,6450.0,6450,6450,0.0,0.0,0.0,0.0,0.0,0.0,400,200,True,3.8095597146352675,2.6590447168032774,0.0
8ehe,54,8553.0,17052,54,0.0,0.0,0.5546218752861023,1.0,0.03361344709992409,0.043478261679410934,476,124,False,1.7323937598229686,0.685682917241851,0.5210084281861782
8ejo,12962,12962.0,12962,12962,0.3333333432674408,0.25,0.095238097012043,0.25,0.0,0.0,112,56,True,4.1126720171171325,3.238578003614032,0.095238097012043
8ejp,12962,12962.0,12962,12962,0.30000001192092896,0.25,0.05000000074505806,0.25,0.0,0.0,112,56,True,4.1126720171171325,3.238578003614032,0.05000000074505806
8eju,11960,12138.5,12317,11960,0.12916667759418488,0.2916666865348816,0.7749999761581421,1.0,0.0833333358168602,0.0625,511,254,False,4.077731179652392,2.875314321342423,0.6916666403412819
8ejv,12049,12231.0,12413,12049,0.14553990960121155,0.261904776096344,0.8356807231903076,1.0,0.0,0.0,506,251,False,4.080951004379483,2.881114143638964,0.8356807231903076
8ek4,2,2.0,2,2,0.02247191034257412,0.05882352963089943,0.0,0.0,0.0,0.0,269,134,False,0.3010299956639812,-0.7625224035184226,0.0
8em1,145,172.5,200,145,0.03448275849223137,0.1764705926179886,0.5747126340866089,0.8823529481887817,0.13793103396892548,0.29411765933036804,973,482,False,2.161368002234975,0.81984448311555,0.4367816001176834
8end,529,1543.5,2558,529,0.3884297311306,0.875,0.7685950398445129,1.0,0.28925618529319763,0.3333333432674408,189,85,False,2.7234556720351857,1.7587462091780395,0.4793388545513153
8enf,430,1418.5,2407,430,0.41803276538848877,0.8333333730697632,0.8032786846160889,1.0,0.04918032884597778,0.0416666679084301,188,87,False,2.6334684555795866,1.6637088292702773,0.7540983557701111
8er5,13840,13946.0,14052,13840,0.023255813866853714,0.0,0.0,0.0,0.0,0.0,245,122,False,4.141136090120739,3.097956174783365,0.0
8ero,7255,7255.0,7255,7255,0.0,0.0,0.6000000238418579,1.0,0.0,0.0,728,364,True,3.8606374167737547,2.5800867249492265,0.6000000238418579
8erp,7255,7255.0,7255,7255,0.0,0.0,0.6000000238418579,1.0,0.0,0.0,728,364,True,3.8606374167737547,2.5800867249492265,0.6000000238418579
8erw,3,31.5,3,60,0.034090910106897354,0.0,0.8977272510528564,1.0,0.9090909361839294,1.0,509,249,False,0.47712125471966244,-0.7209784188282057,-0.011363685131072998
8es5,4931,4931.0,4931,4931,0.03418803587555885,0.08695652335882187,0.8205128312110901,1.0,0.08547008782625198,0.043478261679410934,292,146,True,3.692935002531138,2.6107585746389192,0.7350427433848381
8evm,24,24.5,25,24,0.0833333358168602,0.1428571492433548,0.02777777798473835,0.0714285746216774,0.1319444477558136,0.0714285746216774,472,235,False,1.380211241711606,0.19467731057573787,-0.10416666977107525
8ey4,2350,3695.5,2350,5041,0.016393441706895828,0.0,0.0,0.0,0.016393441706895828,0.0,144,58,False,3.3710678622717363,2.4893538654902674,-0.016393441706895828
8f5v,5558,5558.0,5558,5558,0.19811320304870605,0.5714285969734192,0.9245283007621765,1.0,0.15094339847564697,0.095238097012043,334,167,True,3.744918542441353,2.6335603068675613,0.7735849022865295
8f8f,11980,11980.0,11980,11980,0.32258063554763794,0.8064515590667725,0.8645161390304565,1.0,0.0,0.0,696,348,True,4.078456818053293,2.807667196080002,0.8645161390304565
8far,9793,11119.5,12446,9793,0.0,0.0,0.0,0.0,0.8684210777282715,1.0,339,136,False,3.9909157545060845,2.9241463003209756,-0.8684210777282715
8fcf,142,144.0,146,142,0.8318583965301514,1.0,0.982300877571106,1.0,0.9203540086746216,1.0,162,79,False,2.1522883443830563,1.2034747987378358,0.061946868896484375
8fet,8811,8811.0,8811,8811,0.0,0.0,0.0,0.0,0.0,0.0,668,334,True,3.945025201242463,2.6831519678366806,0.0
8feu,8811,8811.0,8811,8811,0.0,0.0,0.0,0.0,0.0,0.0,668,334,True,3.945025201242463,2.6831519678366806,0.0
8fev,8811,8811.0,8811,8811,0.0,0.0,0.0,0.0,0.0,0.0,668,334,True,3.945025201242463,2.6831519678366806,0.0
8few,8811,8811.0,8811,8811,0.0,0.0,0.0,0.0,0.0,0.0,668,334,True,3.945025201242463,2.6831519678366806,0.0
8fex,2416,2487.0,2416,2558,0.0,0.0,0.7880434989929199,1.0,0.021739130839705467,0.0555555559694767,891,433,False,3.3830969299490943,2.0648529817724115,0.7663043681532145
8fin,14,15.0,16,14,0.04285714402794838,0.0,0.17142857611179352,0.2142857164144516,0.18571428954601288,0.5,347,173,False,1.146128035678238,0.027104984113840314,-0.01428571343421936
8fio,8591,8591.0,8591,8591,0.0,0.0,0.0,0.0,0.0,0.0,670,335,True,3.9340437190355253,2.671521315517103,0.0
8fiq,2,9.5,17,2,0.014492753893136978,0.0,0.0,0.0,0.9275362491607666,1.0,197,25,False,0.3010299956639812,-0.3979400086720376,-0.9275362491607666
8fjd,3434,3441.0,3434,3448,0.0,0.0,0.0,0.0,0.0,0.0,595,297,False,3.5358002908248976,2.2994220661662914,0.0
8fje,2,2.0,2,2,0.14814814925193787,0.30000001192092896,0.03703703731298447,0.0,0.018518518656492233,0.0,272,136,True,0.3010299956639812,-0.7657394585211277,0.018518518656492233
8fm6,6537,6570.5,6604,6537,0.0,0.0,0.0,0.0,0.0,0.0,196,94,False,3.815378484965918,2.828814558166069,0.0
8fvt,2,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,192,96,True,0.3010299956639812,-0.690105620855803,0.0
8g0p,346,552.0,758,346,0.07909604907035828,0.1428571492433548,0.9152542352676392,1.0,0.8926553726196289,1.0,241,98,False,2.5390760987927767,1.5434630609465292,0.022598862648010254
8g3k,7827,8038.5,7827,8250,0.0,0.0,0.0,0.0,0.15625,0.3333333432674408,285,136,False,3.893595333819883,2.8268258796347743,-0.15625
8g5s,10901,10925.0,10949,10901,0.23948220908641815,0.2295081913471222,0.9223300814628601,1.0,0.09708737581968307,0.0,717,358,False,4.0374663396435,2.760524826321563,0.825242705643177
8g93,10635,10923.0,10635,11211,0.551948070526123,0.9333333969116211,0.8441558480262756,1.0,0.22077922523021698,0.4333333373069763,529,258,False,4.0267374942387475,2.820927641257133,0.6233766227960587
8g9k,9,38.5,9,68,0.0555555559694767,0.0,0.06666667014360428,0.0555555559694767,0.04444444552063942,0.0,400,199,False,0.9542425094393249,-0.19518402876552848,0.02222222462296486
8gad,2,2.0,2,2,0.11428571492433548,0.1428571492433548,0.800000011920929,1.0,0.800000011920929,1.0,209,104,False,0.3010299956639812,-0.707486673985409,0.0
8ght,9756,9756.0,9756,9756,0.05504586920142174,0.0,0.7798165082931519,1.0,0.8256880640983582,1.0,608,304,True,3.989271791641693,2.747834999837316,-0.0458715558052063
8gkv,479,490.5,502,479,0.859649121761322,1.0,0.9649122953414917,1.0,0.9649122953414917,1.0,84,40,False,2.680335513414563,1.879305517750582,0.0
8gp6,105,114.0,123,105,0.004166666883975267,0.0,0.0,0.0,0.012500000186264515,0.0,546,261,False,2.0211892990699383,0.8128690454007976,-0.012500000186264515
8gpw,11569,11681.5,11569,11794,0.0,0.0,0.0,0.0,0.0,0.0,794,395,False,4.06329582107352,2.76499727326029,0.0
8guo,1712,1761.0,1712,1810,0.03787878900766373,0.0,0.8257575631141663,1.0,0.0,0.0,248,87,False,3.2335037603411343,2.263744134031825,0.8257575631141663
8gvl,5823,5824.0,5823,5825,0.0,0.0,0.0,0.0,0.0,0.0,573,285,False,3.7651467901080253,2.5377243601037702,0.0
8gxl,1823,1852.0,1881,1823,0.0555555559694767,0.1428571492433548,0.0,0.0,0.0,0.0,241,119,False,3.2607866686549762,2.2230131879587107,0.0
8gxm,1823,1887.0,1951,1823,0.02777777798473835,0.1428571492433548,0.0,0.0,0.0,0.0,241,119,False,3.2607866686549762,2.2230131879587107,0.0
8gy8,2894,2894.0,2894,2894,0.0,0.0,0.0,0.0,0.0,0.0,750,375,True,3.4614985267830187,2.1744828929191593,0.0
8gyf,681,683.0,685,681,0.095238097012043,0.0,0.7142857313156128,1.0,0.0,0.0,427,213,False,2.833147111912785,1.6689573101934163,0.7142857313156128
8gyg,9521,9833.0,10145,9521,0.15625,0.42105263471603394,0.8697916865348816,1.0,0.4166666567325592,0.7631579041481018,596,291,False,3.9786825651569444,2.746736070663991,0.4531250298023224
8gyh,18050,18226.0,18050,18402,0.03755868598818779,0.0714285746216774,0.09389671683311462,0.0714285746216774,0.009389671497046947,0.0,838,417,False,4.2564772062416765,2.946409178754798,0.08450704533606768
8gyi,18032,18085.0,18138,18032,0.26424869894981384,0.6578947305679321,0.8393782377243042,1.0,0.020725388079881668,0.05263157933950424,839,419,False,4.256043898702031,2.9449368872188835,0.8186528496444225
8gyw,6888,6888.0,6888,6888,0.0,0.0,0.800000011920929,1.0,0.0,0.0,760,380,True,3.8380931384455983,2.5482013401371932,0.800000011920929
8gyx,6888,6888.0,6888,6888,0.0,0.0,0.7058823704719543,1.0,0.0,0.0,760,380,True,3.8380931384455983,2.5482013401371932,0.7058823704719543
8gyz,3144,3169.0,3194,3144,0.009433962404727936,0.0476190485060215,0.6698113083839417,0.8571428656578064,0.0,0.0,427,212,False,3.4974825373673704,2.3343146069029945,0.6698113083839417
8gz0,375,376.0,377,375,0.01834862306714058,0.0,0.6238532066345215,1.0,0.24770642817020416,0.2380952388048172,318,158,False,2.574031267727719,1.4747027242505075,0.3761467784643173
8h0r,7903,7953.0,8003,7903,0.3999999761581421,1.0,0.7818182110786438,1.0,0.0181818176060915,0.0,178,87,False,3.897791981939225,2.9280323556299153,0.7636363934725523
8h2d,2462,2475.5,2489,2462,0.0,0.0,0.029411764815449715,0.0,0.0,0.0,278,138,False,3.3912880485952974,2.3213485053946794,0.029411764815449715
8h3z,1675,2181.0,1675,2687,0.19327731430530548,0.30434784293174744,0.8571428656578064,1.0,0.0,0.0,401,196,False,3.224014811372864,2.077886775694626,0.8571428656578064
8h4p,473,473.0,473,473,0.15131579339504242,0.06666667014360428,0.8552631735801697,1.0,0.032894738018512726,0.03333333507180214,652,326,True,2.6748611407378116,1.418252340703842,0.822368435561657
8h56,1960,1960.0,1960,1960,0.02097902074456215,0.0357142873108387,0.21678321063518524,0.6071428656578064,0.0699300691485405,0.0357142873108387,308,154,True,3.292256071356476,2.1984957109382446,0.14685314148664474
8h92,740,759.5,779,740,0.0,0.0,0.28070175647735596,0.4545454680919647,0.0,0.0,401,200,False,2.8692317197309762,1.7187167218989856,0.28070175647735596
8har,1283,1283.0,1283,1283,0.236111119389534,0.5789473652839661,0.9236111044883728,1.0,0.0555555559694767,0.035087719559669495,714,357,True,3.1082266563749283,1.831892548318832,0.8680555485188961
8hav,14504,14504.0,14504,14504,0.0,0.0,0.18518517911434174,0.4000000059604645,0.0,0.0,798,399,True,4.161487791087453,2.861001343244078,0.18518517911434174
8hb0,1009,7156.5,13304,1009,0.0,0.0,0.8666666746139526,1.0,0.0,0.0,615,29,False,3.0038911662369108,2.2726921672874325,0.8666666746139526
8hbn,156,739.0,1322,156,0.016853932291269302,0.02857142873108387,0.8707864880561829,1.0,0.056179776787757874,0.05714285746216774,536,165,False,2.1931245983544616,1.0843826262475085,0.814606711268425
8hdh,1009,7156.5,13304,1009,0.0,0.0,0.8709677457809448,1.0,0.0,0.0,615,29,False,3.0038911662369108,2.2726921672874325,0.8709677457809448
8hdv,3,3.0,3,3,0.01342281885445118,0.0,0.00671140942722559,0.03448275849223137,0.00671140942722559,0.03448275849223137,260,129,False,0.47712125471966244,-0.578173600429962,0.0
8heh,6805,7041.0,7277,6805,0.0,0.0,0.9090909361839294,1.0,0.0,0.0,288,141,False,3.8328281295393536,2.7582185732116637,0.9090909361839294
8hez,1009,7247.5,13486,1009,0.0,0.0,0.875,1.0,0.0,0.0,611,29,False,3.0038911662369108,2.2726921672874325,0.875
8hf3,1682,9498.0,17314,1682,0.012345679104328156,0.0625,0.8641975522041321,1.0,0.02469135820865631,0.0625,419,124,False,3.2258259914618934,2.179115148880776,0.8395061939954758
8hfc,178,6886.5,13595,178,0.0,0.0,0.8175675868988037,1.0,0.10810811072587967,0.06896551698446274,498,222,False,2.250420002308894,1.0772435150835746,0.709459476172924
8hg7,1009,7115.5,13222,1009,0.0,0.0,0.8965517282485962,1.0,0.0,0.0,619,29,False,3.0038911662369108,2.2726921672874325,0.8965517282485962
8hgj,3657,4362.5,5068,3657,0.0,0.0,0.0,0.0,0.0,0.0,385,107,False,3.5631249603380444,2.5484330714954395,0.0
8hgv,3642,3869.0,4096,3642,0.0,0.0,0.0,0.0,0.0,0.0,565,281,False,3.5613399414589013,2.3369867815063614,0.0
8hhj,138,699.5,138,1261,0.0,0.0,0.8701298832893372,0.9333333373069763,0.03896103799343109,0.06666667014360428,200,99,False,2.1398790864012365,1.1420614891024616,0.8311688452959061
8hi7,91,1804.0,91,3517,0.0,0.0,0.7982456088066101,1.0,0.0,0.0,564,269,False,1.9590413923210936,0.7441652523198895,0.7982456088066101
8hi8,91,1804.0,91,3517,0.0,0.0,0.761904776096344,1.0,0.0,0.0,564,269,False,1.9590413923210936,0.7441652523198895,0.761904776096344
8hin,1009,7043.5,13078,1009,0.0,0.0,0.9333333373069763,1.0,0.0,0.0,617,29,False,3.0038911662369108,2.2726921672874325,0.9333333373069763
8hja,1249,1295.0,1249,1341,0.09774436056613922,0.1538461595773697,0.5112782120704651,0.9615384340286255,0.0,0.0,264,118,False,3.0965624383741357,2.0606214347210727,0.5112782120704651
8hjb,8042,8251.0,8460,8042,0.4933333396911621,0.9333333969116211,0.7333333492279053,1.0,0.013333333656191826,0.0,371,183,False,3.9053640687668922,2.7741385239016774,0.7200000155717134
8hkr,3400,3416.5,3433,3400,0.0,0.0,1.0,1.0,0.011111111380159855,0.0555555559694767,762,378,False,3.531478917042255,2.2427330171236424,0.9888888886198401
8hle,441,441.0,441,441,0.0,0.0,0.0,0.0,0.0,0.0,760,380,True,2.6444385894678386,1.3545467911594335,0.0
8hn0,8106,9158.5,8106,10211,0.0,0.0,0.8372092843055725,1.0,0.023255813866853714,0.0,224,110,False,3.908806599405674,2.8881102568265615,0.8139534704387188
8hn2,10020,10020.0,10020,10020,0.04545454680919647,0.0,0.0,0.0,0.0,0.0,218,109,True,4.000867721531227,2.9821544725609153,0.0
8hno,11789,11790.0,11789,11791,0.14473684132099152,0.2666666805744171,0.9078947305679321,1.0,0.05263157933950424,0.0,275,136,False,4.071476967698918,3.004707513513809,0.8552631512284279
8hnp,10616,11056.0,11496,10616,0.0634920671582222,0.25,0.7142857313156128,1.0,0.7142857313156128,1.0,279,138,False,4.025960909856379,2.9560213666557607,0.0
8ho2,998,1002.0,998,1006,0.16455696523189545,0.20000001788139343,0.9113923907279968,1.0,0.012658228166401386,0.0,313,156,False,2.999130541287371,1.9025682421101402,0.8987341625615954
8hr5,373,5162.0,9951,373,0.0,0.0,0.3883495032787323,0.3499999940395355,0.0,0.0,711,245,False,2.571708831808688,1.3771257896264213,0.3883495032787323
8hsb,2369,2531.5,2694,2369,0.009708737954497337,0.0,0.7184466123580933,1.0,0.0,0.0,533,159,False,3.374565060722765,2.273866498562539,0.7184466123580933
8htw,188,193.5,188,199,0.0833333358168602,0.0833333358168602,0.75,1.0,0.699999988079071,0.9166666865348816,359,179,False,2.27415784926368,1.1477313337737334,0.050000011920928955
8hvq,3930,3930.0,3930,3930,0.0,0.0,0.0,0.0,0.0,0.0,460,230,True,3.5943925503754266,2.41352863236663,0.0
8hyn,183,185.5,188,183,0.11320754885673523,0.1428571492433548,0.028301887214183807,0.0,0.16981132328510284,0.380952388048172,315,157,False,2.2624510897304293,1.1645012635258127,-0.14150943607091904
8i2k,8564,8594.0,8624,8564,0.5056179761886597,0.9411764740943909,0.7977527976036072,1.0,0.01123595517128706,0.0,392,195,False,3.932676658622401,2.7876593529411418,0.7865168424323201
8i3x,12223,12223.0,12223,12223,0.032967034727334976,0.1111111119389534,0.8021978139877319,1.0,0.1538461595773697,0.1111111119389534,120,60,True,4.087177811761157,3.1981021865693346,0.6483516544103622
8i6j,5219,9123.5,13028,5219,0.002785515272989869,0.0,0.0,0.0,0.0,0.0,670,170,False,3.71758729685546,2.6023628361663236,0.0
8i80,3069,3221.0,3373,3069,0.007518797181546688,0.0,0.02255639061331749,0.07692307978868484,0.0,0.0,563,278,False,3.4869968884318228,2.2649744904727847,0.02255639061331749
8i85,3069,3142.0,3215,3069,0.0,0.0,0.0,0.0,0.0,0.0,565,280,False,3.4869968884318228,2.263417872760713,0.0
8i86,3069,3142.0,3215,3069,0.0,0.0,0.0,0.0,0.0,0.0,565,280,False,3.4869968884318228,2.263417872760713,0.0
8i88,2375,2476.0,2577,2375,0.0,0.0,0.8999999761581421,1.0,0.0,0.0,883,421,False,3.3756636139608855,2.0635225660430514,0.8999999761581421
8i8a,120,120.0,120,120,0.0,0.0,0.5849999785423279,1.0,0.0,0.0,614,307,True,2.0791812460476247,0.8356120583090316,0.5849999785423279
8i8y,580,583.0,580,586,0.0,0.0,0.4000000059604645,0.699999988079071,0.3400000035762787,0.6000000238418579,137,68,False,2.7634279935629373,1.847173537209819,0.06000000238418579
8i9q,5259,9507.5,13756,5259,0.0,0.0,0.3076923191547394,0.5,0.3076923191547394,0.0,675,167,False,3.7209031708134575,2.609544935239666,0.0
8ieu,6376,6376.5,6377,6376,0.0,0.0,0.8823529481887817,1.0,0.0,0.0,670,334,False,3.804548308388056,2.5426750749822737,0.8823529481887817
8ifk,2337,2873.0,2337,3409,0.0,0.0,0.8693181872367859,1.0,0.011363636702299118,0.0,823,409,False,3.368658712392227,2.062797058388556,0.8579545505344868
8iha,2610,2627.0,2644,2610,0.0,0.0,0.0,0.0,0.0,0.0,245,116,False,3.416640507338281,2.3844115127248218,0.0
8ikr,11000,11648.0,12296,11000,0.0,0.0,0.26530611515045166,0.4444444477558136,0.06122449040412903,0.1111111119389534,371,177,False,4.041392685158225,2.9174060519773217,0.20408162474632263
8ilk,684,755.5,684,827,0.03999999910593033,0.0,0.7200000286102295,1.0,0.0,0.0,424,210,False,2.835056101720116,1.6739464543531566,0.7200000286102295
8ill,689,689.0,689,689,0.095238097012043,0.0,0.523809552192688,1.0,0.0,0.0,425,212,False,2.8382192219076257,1.67505129144325,0.523809552192688
8ioi,8373,8780.5,8373,9188,0.27659574151039124,0.3888888955116272,0.6914893388748169,1.0,0.05319149047136307,0.1111111119389534,371,181,False,3.9228810912082936,2.7940418037737014,0.6382978484034538
8irz,3501,3506.5,3512,3501,0.0,0.0,0.0,0.0,0.0,0.0,750,372,False,3.5441921107650325,2.258920640824084,0.0
8is0,3380,3403.0,3426,3380,0.0,0.0,0.0,0.0,0.0,0.0,750,373,False,3.5289167002776547,2.243062284373311,0.0
8is2,2025,2032.0,2025,2039,0.1031746119260788,0.11999999731779099,0.9126983880996704,1.0,0.01587301678955555,0.0,204,100,False,3.3064250275506875,2.3064250275506875,0.8968253713101149
8isy,2242,2425.5,2609,2242,0.0,0.0,0.8882978558540344,1.0,0.0,0.0,957,450,False,3.3506356082589543,2.0240293513712824,0.8882978558540344
8isz,2242,2556.5,2871,2242,0.0,0.0,0.7017543911933899,0.970588207244873,0.0,0.0,915,450,False,3.3506356082589543,2.0240293513712824,0.7017543911933899
8ito,12736,12743.5,12736,12751,0.1794871836900711,0.1428571492433548,0.3589743673801422,0.5714285969734192,0.3076923191547394,0.2857142984867096,147,73,False,4.105033050393594,3.173371620333366,0.05128204822540283
8iw5,997,1000.0,1003,997,0.021978022530674934,0.0,0.9120879173278809,1.0,0.05494505539536476,0.1111111119389534,92,44,False,2.998695158311656,2.176968820068562,0.8571428619325161
8ixw,3,3.0,3,3,0.0060606058686971664,0.03030303120613098,0.072727270424366,0.06060606241226196,0.06060606241226196,0.09090909361839294,330,162,False,0.47712125471966244,-0.627636252551653,0.012121208012104034
8j09,145,986.5,145,1828,0.0,0.0,0.5789473652839661,1.0,0.0,0.0,796,241,False,2.161368002234975,0.9703594809475407,0.5789473652839661
8j0k,2289,2292.0,2289,2295,0.005586592014878988,0.0,0.916201114654541,1.0,0.07262569665908813,0.0,422,209,False,3.359645792674543,2.1995726496190158,0.8435754179954529
8j0l,2284,2286.0,2284,2288,0.0,0.0,0.8333333134651184,1.0,0.09195402264595032,0.1764705926179886,377,185,False,3.3586960995738107,2.2251102353723033,0.7413792908191681
8j0q,2261,2285.5,2310,2261,0.017341040074825287,0.029411764815449715,0.9017341136932373,1.0,0.07514450699090958,0.20588235557079315,392,189,False,3.35430056234536,2.2160696602587375,0.8265896067023277
8j0r,2285,2289.0,2285,2293,0.005681818351149559,0.02857142873108387,0.9204545617103577,1.0,0.0625,0.02857142873108387,424,209,False,3.358886204405869,2.198813061350342,0.8579545617103577
8j12,10015,11010.5,10015,12006,0.0,0.0,0.43661972880363464,0.6428571343421936,0.0,0.0,809,385,False,4.000650953629595,2.7079205888753446,0.43661972880363464
8j1j,10061,10724.5,10061,11388,0.0,0.0,0.3661971688270569,0.7142857313156128,0.0,0.0,811,387,False,4.0026411490000395,2.7087856664905843,0.3661971688270569
8j2f,2935,2935.0,2935,2935,0.010869565419852734,0.0,0.0,0.0,0.0,0.0,768,384,True,3.467608105583633,2.175442493399868,0.0
8j2h,695,695.0,695,695,0.08695652335882187,0.0,0.739130437374115,1.0,0.0,0.0,428,214,True,2.8419848045901137,1.6767779179155184,0.739130437374115
8j2i,690,690.0,690,690,0.10000000149011612,0.0,0.75,1.0,0.0,0.0,428,214,True,2.838849090737255,1.67364220406266,0.75
8j2j,678,678.0,678,678,0.10000000149011612,0.0,0.6000000238418579,1.0,0.0,0.0,428,214,True,2.8312296938670634,1.6660228071924679,0.6000000238418579
8j2k,697,697.5,697,698,0.095238097012043,0.0,0.523809552192688,0.75,0.0,0.0,427,213,False,2.8432327780980096,1.6790429763786405,0.523809552192688
8j2l,697,697.0,697,697,0.04545454680919647,0.0,0.6363636255264282,1.0,0.0,0.0,427,213,False,2.8432327780980096,1.6790429763786405,0.6363636255264282
8j2w,6800,6932.5,6800,7065,0.0,0.0,0.6176470518112183,0.7692307829856873,0.0,0.0,659,329,False,3.832508912706236,2.573910963731249,0.6176470518112183
8j2y,3851,3859.0,3851,3867,0.0,0.0,0.8192771077156067,1.0,0.048192769289016724,0.0,654,327,False,3.585573518622731,2.328299642292588,0.77108433842659
8j3j,687,687.0,687,687,0.10000000149011612,0.0,0.6000000238418579,0.75,0.0,0.0,428,214,True,2.8369567370595505,1.671749850384955,0.6000000238418579
