entry_id,L,AUC,P@K,P@K/2,P@K/5,K
8hb0,615,0.0,0.0,0.0,0.0,30
8h92,401,0.0,0.0,0.0,0.0,57
8hhj,200,0.005307628010522369,0.012987012987012988,0.0,0.0,77
8gz0,318,0.027719052130239327,0.01834862385321101,0.037037037037037035,0.047619047619047616,109
8hez,611,0.0,0.0,0.0,0.0,32
8hdv,260,0.01679962454000297,0.013422818791946308,0.02702702702702703,0.034482758620689655,149
8hja,264,0.11668379990864138,0.10526315789473684,0.12121212121212122,0.11538461538461539,133
8hav,798,0.0,0.0,0.0,0.0,54
8hi7,564,0.0,0.0,0.0,0.0,114
8hin,617,0.0,0.0,0.0,0.0,30
8h4p,652,0.24709896122016978,0.19736842105263158,0.27631578947368424,0.3,152
8hgj,385,0.0,0.0,0.0,0.0,17
8har,714,0.47078813893001736,0.2916666666666667,0.3819444444444444,0.5964912280701754,288
8hbn,536,0.27012429105875435,0.11797752808988764,0.19101123595505617,0.42857142857142855,178
8hgv,565,0.0,0.0,0.0,0.0,16
8hf3,419,0.019338275400583034,0.024691358024691357,0.025,0.0,81
8hle,760,0.0,0.0,0.0,0.0,30
8hi8,564,0.0,0.0,0.0,0.0,105
8hjb,371,0.5989074078656383,0.41333333333333333,0.5675675675675675,0.7333333333333333,75
8hfc,498,0.0,0.0,0.0,0.0,148
8hg7,619,0.0,0.0,0.0,0.0,29
8hkr,762,0.0,0.0,0.0,0.0,90
8hn0,224,0.0,0.0,0.0,0.0,43
8hno,275,0.3354369746853174,0.19736842105263158,0.23684210526315788,0.4666666666666667,76
8hnp,279,0.2217082758044252,0.14285714285714285,0.16129032258064516,0.25,63
8hr5,711,0.0,0.0,0.0,0.0,103
8i3x,120,0.04499996525207463,0.06593406593406594,0.022222222222222223,0.05555555555555555,91
8hsb,533,0.013226907290837763,0.009708737864077669,0.0196078431372549,0.0,103
8hl7,615,0.0,0.0,0.0,0.0,72
8hn2,218,0.23289547628310647,0.18181818181818182,0.2727272727272727,0.25,22
8ho2,313,0.16014541968396193,0.1518987341772152,0.23076923076923078,0.13333333333333333,79
8i8y,137,0.0,0.0,0.0,0.0,50
8htw,359,0.5431580040014247,0.26666666666666666,0.4666666666666667,0.9166666666666666,60
8hyn,315,0.10220211584523219,0.1320754716981132,0.09433962264150944,0.047619047619047616,106
8i86,565,0.0,0.0,0.0,0.0,119
8hvq,460,0.0,0.0,0.0,0.0,22
8i6j,670,0.0,0.0,0.0,0.0,359
8ifk,823,0.0012557978170432958,0.005681818181818182,0.0,0.0,176
8i8a,614,0.0,0.0,0.0,0.0,200
8i2k,392,0.665607649444479,0.47191011235955055,0.6363636363636364,0.7647058823529411,89
8i80,563,0.0,0.0,0.0,0.0,133
8i85,565,0.0,0.0,0.0,0.0,117
8i88,883,0.0,0.0,0.0,0.0,140
8iha,245,0.0,0.0,0.0,0.0,23
8iw5,92,0.08136392427337882,0.10989010989010989,0.1111111111111111,0.05555555555555555,91
8ito,147,0.4110973305513144,0.20512820512820512,0.3684210526315789,0.5714285714285714,39
8ikr,371,0.0,0.0,0.0,0.0,49
8i9q,675,0.0,0.0,0.0,0.0,13
8is2,204,0.1402770953485345,0.09523809523809523,0.12698412698412698,0.16,126
8ieu,670,0.00441689186288947,0.04201680672268908,0.0,0.0,119
8ill,425,0.0,0.0,0.0,0.0,21
8ilk,424,0.0,0.0,0.0,0.0,25
8isz,915,0.0,0.0,0.0,0.0,171
8j3j,428,0.0,0.0,0.0,0.0,20
8ioi,371,0.3089137846447846,0.1595744680851064,0.23404255319148937,0.3888888888888889,94
8j2l,427,0.0,0.0,0.0,0.0,22
8isy,957,0.0,0.0,0.0,0.0,188
8irz,750,0.0,0.0,0.0,0.0,33
8j72,552,0.0,0.0,0.0,0.0,13
8is0,750,0.0,0.0,0.0,0.0,31
8j0l,377,0.0,0.0,0.0,0.0,174
8j0k,422,0.006867867124625662,0.00558659217877095,0.011235955056179775,0.0,179
8j0r,424,0.005214210915604465,0.005681818181818182,0.011363636363636364,0.0,176
8ixw,330,0.044382809313824385,0.01818181818181818,0.024390243902439025,0.06060606060606061,165
8j2h,428,0.0,0.0,0.0,0.0,23
8jdh,289,0.00048229633830025674,0.00819672131147541,0.0,0.0,122
8j2j,428,0.0,0.0,0.0,0.0,20
8j2k,427,0.0,0.0,0.0,0.0,21
8j0q,392,0.0,0.0,0.0,0.0,173
8j1j,811,0.0,0.0,0.0,0.0,71
8j09,796,0.0,0.0,0.0,0.0,95
8j2i,428,0.0,0.0,0.0,0.0,20
8j2w,659,0.0,0.0,0.0,0.0,68
8j12,809,0.0,0.0,0.0,0.0,71
8j2y,654,0.0,0.0,0.0,0.0,83
8j84,906,0.0,0.0,0.0,0.0,218
8j3r,809,0.0,0.0,0.0,0.0,76
8jbs,449,0.010235823093222166,0.015625,0.0,0.0,64
8j64,222,0.0,0.0,0.0,0.0,59
8j4c,816,0.0,0.0,0.0,0.0,72
8j2f,768,0.0,0.0,0.0,0.0,92
8ji2,472,0.1592860140546344,0.1,0.125,0.1875,80
8ji6,470,0.15962547104124422,0.0975609756097561,0.14634146341463414,0.1875,82
8ji7,459,0.12950014319184386,0.09876543209876543,0.1,0.125,81
8jpa,263,0.008471820007272125,0.012422360248447204,0.0125,0.0,161
8jqf,575,0.0,0.0,0.0,0.0,66
8je4,584,0.0,0.0,0.0,0.0,24
8jh0,527,0.0,0.0,0.0,0.0,52
8jqe,585,0.07903735163195034,0.01694915254237288,0.034482758620689655,0.09090909090909091,59
8ji4,475,0.1636859448112559,0.0975609756097561,0.14634146341463414,0.1875,82
8ji3,459,0.14837238322670324,0.0963855421686747,0.0975609756097561,0.125,83
8jrc,344,0.5231235602693182,0.4142857142857143,0.42857142857142855,0.7142857142857143,70
8jsk,316,0.0,0.0,0.0,0.0,14
8k89,146,0.9766540827972502,0.8571428571428571,1.0,1.0,42
8k8a,121,0.9848832562914054,0.918918918918919,1.0,1.0,37
8jmr,338,0.09018050264636365,0.05555555555555555,0.06172839506172839,0.125,162
8jsf,501,0.2101145732658642,0.152317880794702,0.22666666666666666,0.16666666666666666,151
8jmq,342,0.05440369628252963,0.029940119760479042,0.03614457831325301,0.09090909090909091,167
8ju7,204,0.0,0.0,0.0,0.0,56
8jqk,677,0.0,0.0,0.0,0.0,19
8kdl,821,0.2744325698375788,0.1780821917808219,0.24770642201834864,0.3488372093023256,219
8jtk,299,0.019860968054913913,0.005747126436781609,0.011494252873563218,0.029411764705882353,174
8jsz,518,0.10614529455484413,0.07883817427385892,0.125,0.125,241
8ji5,461,0.13182980635923255,0.09876543209876543,0.1,0.125,81
8k86,121,0.9701301921454412,0.8918918918918919,1.0,1.0,37
8jzu,488,0.028972059042728433,0.01639344262295082,0.03333333333333333,0.08333333333333333,61
8k1r,814,0.0,0.0,0.0,0.0,90
8k74,652,0.6029789709981211,0.39473684210526316,0.5131578947368421,0.8,152
8jtu,384,0.0,0.0,0.0,0.0,19
8ka6,292,0.0,0.0,0.0,0.0,83
8k11,526,0.00696346491744073,0.013513513513513514,0.0,0.0,74
8k1d,610,0.0,0.0,0.0,0.0,59
8k0h,400,0.0,0.0,0.0,0.0,151
8k9c,405,0.028298780946667178,0.009615384615384616,0.019230769230769232,0.05,104
8k3g,865,0.0,0.0,0.0,0.0,74
8k4l,394,0.11695770805823692,0.04945054945054945,0.08791208791208792,0.16666666666666666,182
8k1b,508,0.0,0.0,0.0,0.0,55
8kbf,254,0.07040087790510985,0.07555555555555556,0.08928571428571429,0.06666666666666667,225
8kbe,255,0.10201308056663122,0.061946902654867256,0.10619469026548672,0.1111111111111111,226
8kdz,512,0.0,0.0,0.0,0.0,32
8ke8,396,0.621097323969554,0.3875968992248062,0.5625,0.84,129
8ken,448,0.33876619142989955,0.19642857142857142,0.25,0.36363636363636365,112
8of7,258,0.016788090510166165,0.010638297872340425,0.02127659574468085,0.0,94
8ofj,304,0.0,0.0,0.0,0.0,32
8khg,541,0.0,0.0,0.0,0.0,108
8k76,478,0.13716518449070114,0.12087912087912088,0.2,0.16666666666666666,91
8oqj,109,0.19086369640808962,0.05454545454545454,0.1111111111111111,0.2727272727272727,55
8k34,863,0.0,0.0,0.0,0.0,180
8kht,569,0.0,0.0,0.0,0.0,38
8owi,109,0.6823278083011161,0.5555555555555556,0.75,0.7142857142857143,72
8kge,486,0.07664565547470527,0.039735099337748346,0.04,0.06666666666666667,151
8oot,556,0.03949745591062546,0.037037037037037035,0.04938271604938271,0.0625,162
8okh,331,0.0,0.0,0.0,0.0,56
8okd,582,0.0,0.0,0.0,0.0,86
8onl,544,0.19989849076025415,0.15,0.21666666666666667,0.25,120
8oof,556,0.02859432837173193,0.024390243902439025,0.036585365853658534,0.03125,164
8otv,423,0.39348072978683585,0.21455938697318008,0.3153846153846154,0.6153846153846154,261
8oro,546,0.0,0.0,0.0,0.0,21
8p0s,257,0.20337538236309163,0.10344827586206896,0.1724137931034483,0.20588235294117646,174
8onm,551,0.4029361929207237,0.2878787878787879,0.30303030303030304,0.5,132
8onj,546,0.28270424432940056,0.2109375,0.265625,0.28,128
8oqx,561,0.11692266431129814,0.1111111111111111,0.0967741935483871,0.08333333333333333,63
8ozc,913,0.0,0.0,0.0,0.0,183
8p6k,218,0.11675933493864332,0.06493506493506493,0.09090909090909091,0.1,154
8oxg,737,0.0,0.0,0.0,0.0,49
8pdk,276,0.0,0.0,0.0,0.0,36
8pr6,157,0.07147344517333964,0.021505376344086023,0.043478260869565216,0.1111111111111111,93
8pd4,398,0.0,0.0,0.0,0.0,102
8pfa,275,0.0,0.0,0.0,0.0,34
8pfd,285,0.0,0.0,0.0,0.0,52
8pxe,162,0.3206500431925094,0.2743362831858407,0.39285714285714285,0.36363636363636365,113
8ows,239,0.0,0.0,0.0,0.0,74
8pzo,245,0.0,0.0,0.0,0.0,7
8pb8,620,0.0,0.0,0.0,0.0,18
8pe0,282,0.0,0.0,0.0,0.0,34
8p6m,260,0.0,0.0,0.0,0.0,32
8puh,158,0.0,0.0,0.0,0.0,39
8pb3,620,0.0,0.0,0.0,0.0,24
8pdo,702,0.002588889899367169,0.00641025641025641,0.0,0.0,156
8phb,751,0.07960929077062776,0.04477611940298507,0.07,0.05,201
8po5,249,0.0,0.0,0.0,0.0,6
8pno,401,0.0,0.0,0.0,0.0,46
8pe3,765,0.23483187483893875,0.08755760368663594,0.1388888888888889,0.3023255813953488,217
8pcw,698,0.27357739634935324,0.11016949152542373,0.1864406779661017,0.43478260869565216,118
8puj,644,0.0,0.0,0.0,0.0,24
8ps0,744,0.0,0.0,0.0,0.0,27
8q1k,838,0.0,0.0,0.0,0.0,69
8pxf,428,0.38683309788440673,0.2524271844660194,0.37254901960784315,0.45,103
8q28,471,0.0,0.0,0.0,0.0,27
8q29,483,0.0,0.0,0.0,0.0,33
8q1o,356,0.0,0.0,0.0,0.0,8
8qc5,728,0.05513639610152577,0.07092198581560284,0.07142857142857142,0.0,141
8qfp,307,0.0,0.0,0.0,0.0,68
8q5o,300,0.03018711873822431,0.03529411764705882,0.047619047619047616,0.0,85
8q44,872,0.10987876923773598,0.05389221556886228,0.07228915662650602,0.12121212121212122,167
8pzh,232,0.0,0.0,0.0,0.0,6
8qfq,297,0.0,0.0,0.0,0.0,12
8q8g,538,0.0,0.0,0.0,0.0,30
8q43,839,0.08248433920544382,0.049079754601226995,0.07407407407407407,0.09375,163
8pz3,586,0.0,0.0,0.0,0.0,136
8q3y,872,0.19026081641786555,0.08433734939759036,0.12195121951219512,0.3125,83
8pqp,308,0.0,0.0,0.0,0.0,48
8pu1,266,0.024320024175852144,0.0125,0.025,0.0625,80
8q8o,276,0.0,0.0,0.0,0.0,47
8qef,778,0.0,0.0,0.0,0.0,60
8q1x,837,0.0,0.0,0.0,0.0,65
8q42,865,0.13240475209461527,0.07738095238095238,0.08333333333333333,0.15151515151515152,168
8q66,513,0.0,0.0,0.0,0.0,135
8q90,294,0.8872207054428499,0.6963350785340314,0.9578947368421052,1.0,191
8q3z,874,0.13256613552835209,0.06976744186046512,0.08139534883720931,0.14705882352941177,172
8q40,874,0.1324723943721482,0.05847953216374269,0.08235294117647059,0.14705882352941177,171
8q0t,546,0.0,0.0,0.0,0.0,49
8qfn,304,0.0,0.0,0.0,0.0,71
8q9y,938,0.1479283511248868,0.07389162561576355,0.1188118811881188,0.175,203
8q9x,937,0.15096460568822886,0.07653061224489796,0.12244897959183673,0.1794871794871795,196
8q41,846,0.12500258556730395,0.057692307692307696,0.08974358974358974,0.1935483870967742,156
8q0e,483,0.09659321734142012,0.05555555555555555,0.0784313725490196,0.14754098360655737,306
8qck,922,0.2238827478100782,0.23766816143497757,0.2702702702702703,0.20454545454545456,223
8qcl,779,0.0,0.0,0.0,0.0,61
8q6u,331,0.7505242123176941,0.5076923076923077,0.78125,0.8461538461538461,65
8q5n,306,0.15039285732846006,0.12962962962962962,0.16666666666666666,0.19047619047619047,108
8qfo,308,0.0,0.0,0.0,0.0,72
8qfm,296,0.0,0.0,0.0,0.0,67
8qbf,542,0.1829252386778252,0.10749185667752444,0.1111111111111111,0.22950819672131148,307
8qc3,728,0.04350741985376893,0.06015037593984962,0.045454545454545456,0.0,133
8qc6,731,0.05301213217598438,0.07352941176470588,0.04411764705882353,0.0,136
8qhp,820,0.0,0.0,0.0,0.0,86
8qcj,916,0.1478397928707473,0.18061674008810572,0.168141592920354,0.15555555555555556,227
8qfl,300,0.0,0.0,0.0,0.0,69
8qpl,657,0.0,0.0,0.0,0.0,31
8qf0,1018,0.0,0.0,0.0,0.0,102
8qlo,892,0.0025662297514815265,0.003861003861003861,0.0,0.0,259
8r07,205,0.0,0.0,0.0,0.0,29
8qj5,822,0.0,0.0,0.0,0.0,83
8r4m,209,0.006587196061332938,0.017543859649122806,0.0,0.0,57
8r1z,658,0.0,0.0,0.0,0.0,71
8r2v,638,0.21850976281195547,0.2113095238095238,0.2261904761904762,0.23880597014925373,336
8r3f,205,0.0,0.0,0.0,0.0,29
8r4l,222,0.0,0.0,0.0,0.0,51
8r4z,681,0.0,0.0,0.0,0.0,11
8r2w,580,0.21838246613070697,0.20095693779904306,0.23076923076923078,0.2682926829268293,209
8r7a,187,0.006975685331840366,0.012269938650306749,0.012345679012345678,0.0,163
8r2t,827,0.0,0.0,0.0,0.0,45
8rhi,549,0.0,0.0,0.0,0.0,82
8r8q,732,0.0,0.0,0.0,0.0,60
8r66,418,0.1042043993011282,0.125,0.10714285714285714,0.09090909090909091,56
8rb7,360,0.0,0.0,0.0,0.0,28
8rgi,234,0.331999786786516,0.22077922077922077,0.2727272727272727,0.43333333333333335,154
8r1u,658,0.0,0.0,0.0,0.0,66
8rg5,704,0.0,0.0,0.0,0.0,20
8rho,242,0.0,0.0,0.0,0.0,79
8rwu,184,0.05381728010476058,0.045454545454545456,0.030303030303030304,0.07692307692307693,66
8rd3,846,0.0,0.0,0.0,0.0,127
8rvc,680,0.0,0.0,0.0,0.0,10
8s1j,602,0.0,0.0,0.0,0.0,58
8rqj,260,0.0,0.0,0.0,0.0,76
8rx4,918,0.2256314137999906,0.2599118942731278,0.23008849557522124,0.2222222222222222,227
8rv3,252,0.3034205063887664,0.14545454545454545,0.2222222222222222,0.5454545454545454,55
8rkh,438,0.0,0.0,0.0,0.0,70
8rp5,708,0.4305050434304061,0.3110236220472441,0.40551181102362205,0.5346534653465347,508
8rp4,708,0.45161759389392664,0.31176470588235294,0.4196078431372549,0.5784313725490197,510
8rxo,194,0.06332547163386264,0.04838709677419355,0.0967741935483871,0.08333333333333333,62
8rtv,790,0.0,0.0,0.0,0.0,68
8s71,346,0.0,0.0,0.0,0.0,15
8s2m,260,0.05121128643860147,0.06521739130434782,0.06521739130434782,0.0,92
8s6s,346,0.0,0.0,0.0,0.0,17
8se6,242,0.1714326561287429,0.11666666666666667,0.16666666666666666,0.25,60
8rp3,708,0.43015128770503247,0.30861723446893785,0.40562248995983935,0.5050505050505051,499
8s2p,374,0.018906171002396426,0.01694915254237288,0.034482758620689655,0.0,59
8s2f,361,0.025620392721231174,0.012658227848101266,0.02564102564102564,0.06666666666666667,79
8ryf,453,0.006058589570490856,0.012048192771084338,0.0,0.0,83
8s6r,443,0.28457447849290096,0.13157894736842105,0.21052631578947367,0.4666666666666667,152
8s4s,258,0.0,0.0,0.0,0.0,37
8s0u,514,0.0,0.0,0.0,0.0,55
8s6q,404,0.44460653273585016,0.2441860465116279,0.3488372093023256,0.5882352941176471,86
8sbq,554,0.004616453625413587,0.012853470437017995,0.0,0.0,389
8rmw,708,0.43366855528630416,0.3089108910891089,0.4126984126984127,0.5148514851485149,505
8smd,247,0.03861432963192934,0.027522935779816515,0.03669724770642202,0.046511627906976744,218
8se5,239,0.09998759510102495,0.07692307692307693,0.125,0.07692307692307693,65
8srz,176,0.12312365908118365,0.05555555555555555,0.1111111111111111,0.2857142857142857,36
8s86,785,0.0,0.0,0.0,0.0,61
8siu,383,0.021180333727123826,0.038461538461538464,0.02564102564102564,0.0,78
8snz,319,0.0,0.0,0.0,0.0,14
8squ,841,0.0,0.0,0.0,0.0,129
8t19,94,0.0,0.0,0.0,0.0,37
8s5t,336,0.004254635005401245,0.015789473684210527,0.0,0.0,190
8stb,428,0.0,0.0,0.0,0.0,93
8ss1,189,0.0,0.0,0.0,0.0,26
8sm0,529,0.0,0.0,0.0,0.0,49
8t7i,425,0.8758056335444712,0.6917293233082706,0.8939393939393939,0.9615384615384616,133
8sy2,396,0.0,0.0,0.0,0.0,65
8tk9,260,0.23125967305514694,0.14754098360655737,0.2,0.25,61
8t66,311,0.1562672055443743,0.09009009009009009,0.12727272727272726,0.18181818181818182,111
8tgm,768,0.0,0.0,0.0,0.0,35
8ta2,926,0.030678122627561366,0.030303030303030304,0.061224489795918366,0.0,99
8syc,710,0.6380528827513261,0.45,0.6,1.0,40
8t65,308,0.3319289612790615,0.13559322033898305,0.27586206896551724,0.45454545454545453,59
8sy3,409,0.0,0.0,0.0,0.0,64
8t87,554,0.0047990416169742854,0.01256281407035176,0.0,0.0,398
8tgj,760,0.0,0.0,0.0,0.0,38
8tgi,767,0.0,0.0,0.0,0.0,37
8tgk,766,0.0,0.0,0.0,0.0,37
8tjk,629,0.591011368129703,0.43043478260869567,0.5565217391304348,0.6739130434782609,230
8tfz,354,0.0,0.0,0.0,0.0,19
8tlk,206,0.0,0.0,0.0,0.0,7
8tlh,208,0.0,0.0,0.0,0.0,9
8tgl,760,0.0,0.0,0.0,0.0,36
8tka,664,0.0,0.0,0.0,0.0,45
8tyy,244,0.22962700306763276,0.1322314049586777,0.25,0.25,121
8tji,631,0.6209725317399054,0.4649122807017544,0.5526315789473685,0.7555555555555555,228
8tfw,554,0.0031311611735014813,0.010126582278481013,0.0,0.0,395
8tm2,418,0.0,0.0,0.0,0.0,62
8tgn,761,0.0,0.0,0.0,0.0,40
8tl8,669,0.0,0.0,0.0,0.0,46
8twt,472,0.1460410427777281,0.0963855421686747,0.12195121951219512,0.1875,83
8tm0,416,0.0,0.0,0.0,0.0,62
8tn8,505,0.0,0.0,0.0,0.0,125
8tyx,244,0.2148908328531282,0.11965811965811966,0.20689655172413793,0.21739130434782608,117
8twq,540,0.0932561014329838,0.047244094488188976,0.06349206349206349,0.16,127
8u48,522,0.0,0.0,0.0,0.0,28
8tpk,645,0.022643068860244697,0.015337423312883436,0.018404907975460124,0.015384615384615385,326
8tgg,758,0.0,0.0,0.0,0.0,38
8u1a,647,0.0,0.0,0.0,0.0,22
8tgh,767,0.0,0.0,0.0,0.0,37
8tj3,833,0.0,0.0,0.0,0.0,142
8tlj,208,0.0,0.0,0.0,0.0,9
8u0g,445,0.023033248455378758,0.017391304347826087,0.02608695652173913,0.021739130434782608,230
8u99,782,0.0,0.0,0.0,0.0,96
8txl,551,0.41455644988395224,0.27450980392156865,0.4117647058823529,0.35,102
8t88,554,0.004678989282990768,0.012755102040816327,0.0,0.0,392
8u8l,244,0.0,0.0,0.0,0.0,7
8tww,468,0.0180643477554088,0.028985507246376812,0.029411764705882353,0.0,69
8u7b,931,0.0,0.0,0.0,0.0,187
8ul9,774,0.0,0.0,0.0,0.0,76
8ufo,540,0.026073169123848532,0.013559322033898305,0.006802721088435374,0.01694915254237288,295
8utk,110,0.13827269341731802,0.10810810810810811,0.1111111111111111,0.14285714285714285,37
8ugm,554,0.004678989282990768,0.012755102040816327,0.0,0.0,392
8un2,866,0.0,0.0,0.0,0.0,162
8uq0,786,0.10161036948845831,0.047619047619047616,0.0967741935483871,0.08333333333333333,63
8v14,334,0.0,0.0,0.0,0.0,79
8uix,556,0.002949217495958806,0.010126582278481013,0.0,0.0,395
8ufn,536,0.004404958828732876,0.0035335689045936395,0.0070921985815602835,0.0,283
8uen,669,0.0,0.0,0.0,0.0,28
8v35,830,0.031041745015138542,0.02922077922077922,0.03896103896103896,0.03278688524590164,308
8v4h,676,0.2713478582255071,0.20238095238095238,0.2857142857142857,0.3125,84
8uyf,799,0.022806460729571053,0.008771929824561403,0.017543859649122806,0.045454545454545456,114
8urt,774,0.0,0.0,0.0,0.0,68
8uq1,784,0.10075512934020116,0.046875,0.09375,0.08333333333333333,64
8urp,774,0.0,0.0,0.0,0.0,68
8va9,427,0.0,0.0,0.0,0.0,34
8uyi,734,0.028424517495196307,0.011627906976744186,0.023255813953488372,0.058823529411764705,86
8uwm,554,0.005341568158680166,0.012315270935960592,0.0,0.0,406
8uvw,510,0.0481342071853294,0.05319148936170213,0.0425531914893617,0.05555555555555555,94
8vgt,629,0.0,0.0,0.0,0.0,40
8v6r,423,0.34344887927177703,0.25,0.34615384615384615,0.4,52
8upz,784,0.10075512934020116,0.046875,0.09375,0.08333333333333333,64
8v6q,421,0.3489491788860835,0.2653061224489796,0.375,0.4444444444444444,49
8v4g,650,0.2947766875909152,0.21518987341772153,0.28205128205128205,0.3333333333333333,79
8v2y,318,0.0,0.0,0.0,0.0,13
8uyr,845,0.4014024940753004,0.28846153846153844,0.41025641025641024,0.5161290322580645,156
8v08,783,0.0,0.0,0.0,0.0,69
8uyh,743,0.02444888595806214,0.00909090909090909,0.01818181818181818,0.045454545454545456,110
8v6s,422,0.2375425970722979,0.14,0.28,0.3,50
8v53,453,0.003936520360964779,0.005763688760806916,0.005780346820809248,0.0,347
8v36,830,0.037773908512412926,0.03205128205128205,0.04487179487179487,0.04838709677419355,312
8vag,428,0.0,0.0,0.0,0.0,32
8v37,833,0.030552580350804777,0.022435897435897436,0.03205128205128205,0.04838709677419355,312
8vai,428,0.0,0.0,0.0,0.0,35
8vf5,453,0.00690904472663293,0.008450704225352112,0.011299435028248588,0.0,355
8vva,150,0.0,0.0,0.0,0.0,40
8w14,305,0.0,0.0,0.0,0.0,75
8w3r,659,0.0,0.0,0.0,0.0,29
8vsq,392,0.19312297022820352,0.17647058823529413,0.19047619047619047,0.23529411764705882,85
8wab,354,0.03695661060365012,0.056818181818181816,0.045454545454545456,0.0,88
8w1q,649,0.30074179644315757,0.1523809523809524,0.2692307692307692,0.47619047619047616,105
8vz6,594,0.05362915516110021,0.01639344262295082,0.03278688524590164,0.041666666666666664,122
8w0s,426,0.1765095283715119,0.12,0.16,0.2,100
8w3u,620,0.19610893009701663,0.1375,0.175,0.3125,80
8w6p,825,0.0,0.0,0.0,0.0,38
8woj,145,0.0,0.0,0.0,0.0,17
8w0r,426,0.1254996889080589,0.09574468085106383,0.14893617021276595,0.16666666666666666,94
8w33,288,0.0029749131719676476,0.008620689655172414,0.0,0.0,116
8w9o,854,0.0,0.0,0.0,0.0,127
8wcm,486,0.0,0.0,0.0,0.0,84
8wag,468,0.028298780946667178,0.009615384615384616,0.019230769230769232,0.05,104
8wct,428,0.04737390624526913,0.022727272727272728,0.045454545454545456,0.058823529411764705,88
8w0k,763,0.13399073584368934,0.08333333333333333,0.16666666666666666,0.14285714285714285,36
8w9n,854,0.0,0.0,0.0,0.0,133
8w2t,568,0.0,0.0,0.0,0.0,37
8wxs,151,0.001266025641025641,0.025,0.0,0.0,40
8whk,275,0.0,0.0,0.0,0.0,25
8wc0,955,0.010661950002378993,0.023809523809523808,0.0,0.0,84
8wt4,289,0.06382428650083691,0.056179775280898875,0.06818181818181818,0.11764705882352941,89
8wqq,486,0.0,0.0,0.0,0.0,88
8x39,277,0.0,0.0,0.0,0.0,43
8wai,554,0.0,0.0,0.0,0.0,185
8wjb,840,0.0,0.0,0.0,0.0,24
8wex,768,0.010114222262713137,0.010752688172043012,0.021739130434782608,0.0,93
8wxd,838,0.0,0.0,0.0,0.0,88
8wqp,466,0.0,0.0,0.0,0.0,46
8xat,377,0.0,0.0,0.0,0.0,54
8xeo,199,0.03791887460226996,0.029411764705882353,0.058823529411764705,0.0,34
8xgx,421,0.0167644628877874,0.017857142857142856,0.03571428571428571,0.0,112
8x71,344,0.18397829796645665,0.14285714285714285,0.1935483870967742,0.25,63
8xha,802,0.3445104286906297,0.2943396226415094,0.3333333333333333,0.39622641509433965,265
8x1k,554,0.0,0.0,0.0,0.0,187
8x8j,469,0.0319269163050565,0.023952095808383235,0.024096385542168676,0.06060606060606061,167
8x5b,786,0.07371322986755618,0.10416666666666667,0.125,0.0,48
8x73,344,0.1852887596509352,0.14754098360655737,0.2,0.25,61
8xgl,242,0.05548117499633234,0.07142857142857142,0.061224489795918366,0.0,98
8x4n,218,0.0,0.0,0.0,0.0,18
8xgq,757,0.0,0.0,0.0,0.0,165
8xbv,442,0.0,0.0,0.0,0.0,37
8x6v,521,0.0,0.0,0.0,0.0,60
8xj4,693,0.11189218188786107,0.07692307692307693,0.125,0.23076923076923078,65
8xh6,322,0.0,0.0,0.0,0.0,115
8x9c,601,0.0,0.0,0.0,0.0,67
8xc8,458,0.0026138133109298266,0.006578947368421052,0.0,0.0,152
8xkd,421,0.020563868369896907,0.024390243902439025,0.03278688524590164,0.0,123
8xhd,796,0.35682886230524113,0.27450980392156865,0.3700787401574803,0.4117647058823529,255
8xoq,470,0.0,0.0,0.0,0.0,27
8y77,137,0.6724213774263739,0.5333333333333333,0.6,0.8333333333333334,30
8xjc,555,0.0,0.0,0.0,0.0,40
8xtb,876,0.0,0.0,0.0,0.0,72
8y7p,697,0.004953547034111055,0.013157894736842105,0.0,0.0,76
8xlz,425,0.006801794160849154,0.018018018018018018,0.0,0.0,111
8xtc,877,0.0,0.0,0.0,0.0,71
8xoc,428,0.0017498519671181095,0.017857142857142856,0.0,0.0,112
8yo6,164,0.0,0.0,0.0,0.0,33
8y2z,577,0.0,0.0,0.0,0.0,90
8ypj,100,0.9000248225560157,0.7166666666666667,0.9166666666666666,1.0,120
8yoz,155,0.021725741032056357,0.0449438202247191,0.022727272727272728,0.0,89
8yey,294,0.0,0.0,0.0,0.0,39
8yhu,719,0.11996571897162232,0.08771929824561403,0.14285714285714285,0.18181818181818182,57
8yo9,842,0.0,0.0,0.0,0.0,52
8yfx,792,0.08175234300627891,0.12727272727272726,0.1111111111111111,0.0,55
8ybf,841,0.0,0.0,0.0,0.0,95
8yja,338,0.0,0.0,0.0,0.0,34
8yjp,596,0.04892825003676925,0.054945054945054944,0.06593406593406594,0.05555555555555555,182
8yhg,267,0.6264684275949746,0.40789473684210525,0.5263157894736842,0.8666666666666667,76
8yqq,649,0.0,0.0,0.0,0.0,33
8yfd,792,0.08090937292727061,0.12962962962962962,0.1111111111111111,0.0,54
8yht,703,0.04154366917825477,0.030303030303030304,0.0625,0.0,33
8yv4,342,0.10423227836260063,0.07692307692307693,0.15625,0.15384615384615385,65
8yf4,786,0.08383236198236857,0.12727272727272726,0.1111111111111111,0.0,55
8ydl,892,0.0,0.0,0.0,0.0,35
8yhm,264,0.6260306362032931,0.3898305084745763,0.5862068965517241,1.0,59
8ynx,249,0.022541698369248353,0.023474178403755867,0.02830188679245283,0.023809523809523808,213
